Version,College Name,Location,Date,No of Participants Attended,No of Sessions,Session Duration,Usage
online,Virtual Labs Workshop,"Shroff S R Rotary Institute of Chemical Technology, Bharuch",2016-03-18,16,1,03:00,49
online,Virtual Labs Workshop,"Patkar Varde College, Mumbai",2016-03-18,107,1,03:00,1037
online,Virtual Labs Workshop,"Patkar Varde College, Mumbai",2016-03-19,27,1,03:00,189
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-03-19,69,1,03:00,483
online,Virtual Labs Workshop,"Saffrony Institute of Technology, Gujarat",2016-03-19,40,1,03:00,199
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-03-21,124,1,01:00,557
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2016-03-21,149,1,03:00,608
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2016-12-22,19,1,03:00,38
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2016-12-23,10,1,03:00,20
online,Virtual Labs Workshop,"PVG College of Engineering and Technology, Pune",2016-03-22,185,1,01:00,1835
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2016-03-22,15,1,03:00,55
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-03-22,43,1,03:00,207
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-12-24,11,1,03:00,40
online,Virtual Labs Workshop,"Rajarshi Shahu College of Engineering, Pune",2016-03-23,100,1,03:00,600
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-03-23,65,1,03:00,130
online,Virtual Labs Workshop,"Patkar Varde College, Mumbai",2016-03-23,16,1,03:00,140
online,Virtual Labs Workshop,"Sigma Engineering College MATAR, Vadodara",2016-03-25,44,1,03:00,172
online,Virtual Labs Workshop,"Sigma Engineering College MATAR, Vadodara",2016-03-25,44,1,03:00,172
online,Virtual Labs Workshop,"Bharati Vidyapeeth University COE, Pune",2016-03-28,349,3,01:00,3543
online,Virtual Labs Workshop,"Patkar Varde College, Mumbai",2016-03-29,274,1,03:00,2823
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-01-10,52,1,03:00,156
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-03-30,40,1,03:00,40
online,Virtual Labs Workshop,"Saffrony Institute of Technology, Gujarat",2016-03-30,63,1,03:00,584
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-03-31,131,1,03:00,131
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-04-17,52,1,03:00,156
online,Virtual Labs Workshop,"Saffrony Institute of Technology, Gujarat",2016-03-31,149,1,03:00,698
online,Virtual Labs Workshop,"Rajarshi Shahu College of Engineering, Pune",2016-04-01,1935,1,03:00,6931
online,Virtual Labs Workshop,"Patkar Varde College, Mumbai",2016-04-01,13,1,03:00,125
online,Virtual Labs Workshop,"PVG College of Engineering and Technology, Pune",2016-04-01,91,1,01:00,1184
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-04-01,70,1,03:00,560
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-04-01,20,1,03:00,20
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-04-02,27,1,03:00,27
online,Virtual Labs Workshop,"Patkar Varde College, Mumbai",2016-04-04,14,1,03:00,146
online,Virtual Labs Workshop,"PVG College of Engineering and Technology, Pune",2016-04-04,105,1,01:00,838
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-04-04,61,1,03:00,61
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-04-05,55,1,03:00,110
online,Virtual Labs Workshop,"Marathwada Institute of Technology, Aurangabad",2016-04-09,45,1,03:00,225
online,Virtual Labs Workshop,"Marathwada Institute of Technology, Aurangabad",2016-04-09,44,1,03:00,225
online,Virtual Labs Workshop,"Marathwada Institute of Technology, Aurangabad",2016-04-09,117,2,01:00,482
online,Virtual Labs Workshop,"Patkar Varde College, Mumbai",2016-04-11,14,1,03:00,135
online,Virtual Labs Workshop,"Saffrony Institute of Technology, Gujarat",2016-04-12,50,1,03:00,265
online,Virtual Labs Workshop,"Shroff S R Rotary Institute of Chemical Technology, Bharuch",2016-04-16,248,1,03:00,722
online,Virtual Labs Workshop,"Shri Ramdeobaba College of Engineering and Management, Nagpur",2016-04-20,103,1,01:00,745
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-04-20,114,1,01:00,396
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-04-29,127,1,01:00,816
online,Virtual Labs Workshop,"Sigma Polytechnic, Vadodara",2016-05-06,10,1,03:00,20
online,Virtual Labs Workshop,"Sigma Polytechnic, Vadodara",2016-05-06,10,1,03:00,200
online,Virtual Labs Workshop,"Sigma Polytechnic, Vadodara",2016-05-09,20,1,03:00,200
online,Virtual Labs Workshop,"Sigma Polytechnic, Vadodara",2016-05-11,20,1,03:00,200
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2016-06-04,9,1,03:00,33
online,DVR,Medak,2016-09-22,100,2,02:30,1670
online,Farah,"Chevella,Rangareddy",2016-09-29,70,1,02:30,670
online,K.G Reddy,"MOINBAD,RANGAREDDY",2016-09-01,100,2,02:30,1570
online,Virtual Labs Workshop,"Sigma Engineering College MATAR, Vadodara",2016-06-11,19,1,03:00,130
online,Virtual Labs Workshop,"Sigma Engineering College MATAR, Vadodara",2016-06-11,67,1,03:00,297
online,Prof Radhika J Dhanal,"Sigma Engineering College MATAR, Vadodara",2016-06-20,105,1,03:00,496
online,Virtual Labs Workshop,"Sigma Engineering College MATAR, Vadodara",2016-06-27,45,1,03:00,250
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-06-30,31,1,03:00,79
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-07-04,30,1,03:00,90
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-07-05,17,1,03:00,51
online,Virtual Labs Workshop,"Patkar Varde College, Mumbai",2016-07-08,25,1,03:00,250
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-07-09,8,1,03:00,16
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-07-11,110,1,01:00,342
online,Virtual Labs Workshop,"PES University, Bengaluru",2016-07-14,8,1,03:00,44
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-07-14,17,1,03:00,66
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2016-07-14,10,1,03:00,42
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-07-16,42,1,03:00,182
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-07-18,24,1,03:00,24
online,Virtual Labs Workshop,"PVG College of Engineering and Technology, Pune",2016-07-25,156,1,01:00,581
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-07-19,129,1,01:00,290
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2016-07-19,23,1,03:00,115
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-07-21,33,1,03:00,70
online,Virtual Labs Workshop,"PES University, Bengaluru",2016-07-23,30,1,03:00,282
online,Virtual Labs Workshop,"Patkar Varde College, Mumbai",2016-07-23,28,1,03:00,197
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-07-25,21,1,03:00,84
online,Virtual Labs Workshop,"Sigma Engineering College MATAR, Vadodara",2016-07-25,80,1,03:00,348
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-07-25,17,1,03:00,17
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-07-26,21,1,03:00,42
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-07-26,17,1,03:00,17
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-07-28,9,1,03:00,27
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-07-30,10,1,03:00,66
online,Virtual Labs Workshop,"Shroff S R Rotary Institute of Chemical Technology, Bharuch",2016-07-30,505,1,03:00,2456
online,Virtual Labs Workshop,"Patkar Varde College, Mumbai",2016-07-30,21,1,03:00,210
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-01,125,1,01:00,361
online,Shankar - GNITS,G Nayudamma Institute of Technology and Science,2016-09-01,105,1,02:00,970
online,One day workshop on virtual laboratry,"Kalyani University, West Bengal",2016-09-28,128,1,04:00,6400
online,One day workshop on virtual laboratry,"University of Calcutta, Kolkata",2016-10-03,200,1,03:00,10000
online,One day workshop on virtual laboratry,"Madhya kamrup College, Barpeta",2015-03-28,23,1,03:00,1150
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-02,16,1,03:00,32
online,Virtual Labs Workshop,"PVG College of Engineering and Technology, Pune",2016-08-02,60,1,01:00,87
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-03,8,1,03:00,24
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-03,25,1,03:00,83
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-04,15,1,03:00,45
online,Virtual Labs Workshop,"Government College of Engineering, Karad",2016-08-04,19,1,03:00,100
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-05,14,1,03:00,28
online,Virtual Labs Workshop,"Sigma Polytechnic, Vadodara",2016-08-05,120,1,03:00,240
online,Virtual Labs Workshop,"Government College of Engineering, Karad",2016-08-05,20,1,03:00,159
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-06,13,1,03:00,39
online,Virtual Labs Workshop,"Bharti Vidyapeeth University COE, Pune",2016-08-09,381,3,01:00,3927
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-10,16,1,03:00,32
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-10,3,1,03:00,12
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-13,17,1,03:00,51
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-20,20,1,03:00,40
online,Virtual Labs Workshop,"PVG College of Engineering and Technology, Pune",2016-08-22,54,1,03:00,540
online,Virtual Labs Workshop,"PVG College of Engineering and Technology, Pune",2016-08-22,54,1,01:00,540
online,Virtual Labs Workshop,"PVG College of Engineering and Technology, Pune",2016-08-23,47,1,01:00,282
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-23,10,1,03:00,20
online,Virtual Labs Workshop,"Sigma Polytechnic, Vadodara",2016-08-24,25,1,03:00,250
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-25,12,1,03:00,20
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-25,119,1,01:00,319
online,Virtual Labs Workshop,"PVG College of Engineering and Technology, Pune",2016-08-26,111,1,01:00,893
online,Virtual Labs Workshop,"Sigma Polytechnic, Vadodara",2016-08-27,25,1,03:00,250
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-27,4,1,03:00,12
online,Virtual Labs Workshop,"PVG College of Engineering and Technology, Pune",2016-08-29,33,1,01:00,240
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-29,22,1,03:00,66
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-30,12,1,03:00,48
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-08-31,48,1,03:00,428
online,Virtual Labs Workshop,"PVG College of Engineering and Technology, Pune",2016-08-31,60,1,01:00,184
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-09-01,112,1,01:00,603
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-09-07,26,1,03:00,26
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-09-07,38,1,03:00,76
online,Virtual Labs Workshop,"PVG College of Engineering and Technology, Pune",2016-09-07,236,1,01:00,1301
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-09-08,18,1,03:00,30
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-09-08,84,1,03:00,168
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-09-10,70,1,03:00,140
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-09-14,12,1,03:00,30
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-09-14,70,1,03:00,140
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-09-14,60,1,03:00,120
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-09-16,140,2,01:00,381
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-09-17,23,1,03:00,26
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-09-19,25,1,03:00,75
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-09-19,8,1,03:00,20
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-09-19,14,1,03:00,67
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-09-20,20,1,03:00,106
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2016-09-21,17,1,03:00,34
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2016-09-21,25,1,03:00,91
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-09-22,60,1,03:00,120
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-09-23,22,1,03:00,35
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2016-09-23,10,1,03:00,45
online,Virtual Labs Workshop,"PES University, Bengaluru",2016-09-24,46,1,03:00,400
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2016-09-24,9,1,03:00,43
online,Virtual Labs Workshop,"PES University, Bengaluru",2016-09-26,13,1,03:00,134
online,Virtual Labs Workshop,"Priyadarshini Institute of Engineering and Technology, Nagpur",2016-09-26,6,1,03:00,26
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-09-27,48,1,03:00,96
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-09-28,17,1,03:00,34
online,Virtual Labs Workshop,"PES University, Bengaluru",2016-09-29,23,1,03:00,185
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-09-29,150,1,03:00,300
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-09-29,80,1,03:00,80
online,Virtual Labs Workshop,"Priyadarshini College of Engineering, Nagpur",2016-09-29,17,1,03:00,51
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2016-09-29,12,1,03:00,57
online,Analog Signals Network and Measurement Virtual Laboratory,"Techno India University,Sector v, Salt Lake, Kolkata, West Bengal",2016-04-24,43,1,02:00,14
online,Virtual Labs Workshop,"Viva institute of Technology, Mumbai",2015-01-16,200,1,03:00,2000
online,Virtual Labs Workshop,"Viva institute of Technology, Mumbai",2015-02-17,100,1,03:00,1000
online,Virtual Labs Workshop,"Viva institute of Technology, Mumbai",2015-03-11,170,1,03:00,1700
online,Virtual Labs Workshop,"Thakur College of Science and Commerce, Mumbai",2015-01-22,100,1,03:00,1000
online,Virtual Labs Workshop,"Thakur College of Science and Commerce, Mumbai",2015-02-23,150,1,03:00,1548
online,Virtual Labs Workshop,"Thakur College of Science and Commerce, Mumbai",2015-03-16,100,1,03:00,1150
online,Virtual Labs Workshop,"Thakur College of Science and Commerce, Mumbai",2015-04-20,100,1,03:00,154
online,Virtual Labs Workshop,"Thakur College of Science and Commerce, Mumbai",2015-05-23,50,1,03:00,500
online,Virtual Labs Workshop,"Thakur College of Science and Commerce, Mumbai",2015-06-08,70,1,03:00,72
online,Virtual Labs Workshop,"Thakur College of Science and Commerce, Mumbai",2015-07-21,80,1,03:00,520
online,Virtual Labs Workshop,"Thakur College of Science and Commerce, Mumbai",2015-08-04,30,1,03:00,80
online,Virtual Labs Workshop,"Thakur College of Science and Commerce, Mumbai",2015-09-14,48,1,03:00,48
online,Virtual Labs Workshop,"Thakur College of Science and Commerce, Mumbai",2015-10-27,40,1,03:00,400
online,Virtual Labs Workshop,"Guru Nanak Khalsa College of Arts, Science and Commerce, Mumbai",2015-01-20,200,1,03:00,2000
online,Virtual Labs Workshop,"Guru Nanak Khalsa College of Arts, Science and Commerce, Mumbai",2015-07-10,200,1,03:00,2000
online,Virtual Labs Workshop,"Guru Nanak Khalsa College of Arts, Science and Commerce, Mumbai",2015-09-25,30,1,03:00,40
online,Virtual Labs Workshop,"K J Somaiya College of Engineering, Mumbai",2015-01-08,56,1,03:00,66
online,Virtual Labs Workshop,"K J Somaiya College of Engineering, Mumbai",2015-01-09,50,1,03:00,52
online,Virtual Labs Workshop,"K J Somaiya College of Engineering, Mumbai",2015-02-10,20,1,03:00,200
online,Virtual Labs Workshop,"K J Somaiya College of Engineering, Mumbai",2015-02-11,30,1,03:00,430
online,Virtual Labs Workshop,"K J Somaiya College of Engineering, Mumbai",2015-03-12,50,1,03:00,54
online,Virtual Labs Workshop,"K J Somaiya College of Engineering, Mumbai",2015-03-13,60,1,03:00,120
online,Virtual Labs Workshop,"K J Somaiya College of Engineering, Mumbai",2015-04-14,40,1,03:00,510
online,Virtual Labs Workshop,"K J Somaiya College of Engineering, Mumbai",2015-04-15,20,1,03:00,200
online,Virtual Labs Workshop,"K J Somaiya College of Engineering, Mumbai",2015-05-16,58,1,03:00,58
online,Virtual Labs Workshop,"K J Somaiya College of Engineering, Mumbai",2015-05-17,27,1,03:00,270
online,Virtual Labs Workshop,"K J Somaiya College of Engineering, Mumbai",2015-06-18,25,1,03:00,250
online,Virtual Labs Workshop,"K J Somaiya College of Engineering, Mumbai",2015-06-19,25,1,03:00,250
online,Virtual Labs Workshop,"K J Somaiya College of Engineering, Mumbai",2015-07-20,32,1,03:00,320
online,Virtual Labs Workshop,"K J Somaiya College of Engineering, Mumbai",2015-07-21,50,1,03:00,500
